"LAT";"LON";"DATETIME";"distance"
54.52327;18.65834;2016-12-13 18:51:02;3.33584779908758
54.52324;18.65834;2016-12-13 18:51:07;4.64108034005958
54.52327;18.65829;2016-12-13 18:53:02;0
54.52327;18.65829;2016-12-13 18:53:07;1.93603354153922
54.52327;18.65826;2016-12-13 18:55:02;0
54.52327;18.65826;2016-12-13 18:55:07;0
54.52327;18.65826;2016-12-13 18:57:01;0
54.52327;18.65826;2016-12-13 18:57:06;2.57130356821226
54.52329;18.65828;2016-12-13 18:59:02;0
54.52329;18.65828;2016-12-13 18:59:07;0
54.52329;18.65828;2016-12-13 19:01:01;2.81068242118474
54.5233;18.65824;2016-12-13 19:01:07;0
54.5233;18.65824;2016-12-13 19:03:01;0
54.5233;18.65824;2016-12-13 19:03:06;2.22389853178195
54.52328;18.65824;2016-12-13 19:05:02;0
54.52328;18.65824;2016-12-13 19:05:07;0
54.52328;18.65824;2016-12-13 19:07:02;4.64107979182148
54.52325;18.65829;2016-12-13 19:07:06;0
54.52325;18.65829;2016-12-13 19:09:02;0
54.52325;18.65829;2016-12-13 19:09:07;7.58715286993586
54.5232;18.65837;2016-12-13 19:11:02;0
54.5232;18.65837;2016-12-13 19:11:07;4.65225898547166
54.52319;18.6583;2016-12-13 19:13:02;0
54.52319;18.6583;2016-12-13 19:13:07;0
54.52319;18.6583;2016-12-13 19:15:02;0
54.52319;18.6583;2016-12-13 19:15:07;3.41294785355286
54.52318;18.65825;2016-12-13 19:17:03;0
54.52318;18.65825;2016-12-13 19:17:08;2.23263845878685
54.52317;18.65828;2016-12-13 19:19:02;0
54.52317;18.65828;2016-12-13 19:19:08;0
54.52317;18.65828;2016-12-13 19:21:02;0
54.52317;18.65828;2016-12-13 19:21:06;7.15367441686801
54.52323;18.65832;2016-12-13 19:23:01;0
54.52323;18.65832;2016-12-13 19:23:06;0
54.52323;18.65832;2016-12-13 19:25:02;0
54.52323;18.65832;2016-12-13 19:25:07;7.88993066855199
54.5233;18.6583;2016-12-13 19:27:02;0
54.5233;18.6583;2016-12-13 19:27:08;0
54.5233;18.6583;2016-12-13 19:29:02;0
54.5233;18.6583;2016-12-13 19:29:07;3.41293963548968
54.52329;18.65825;2016-12-13 19:31:02;0
54.52329;18.65825;2016-12-13 19:31:06;0
54.52329;18.65825;2016-12-13 19:33:02;0
54.52329;18.65825;2016-12-13 19:33:07;0
54.52329;18.65825;2016-12-13 19:35:02;0
54.52329;18.65825;2016-12-13 19:35:08;1.1119492665983
54.52328;18.65825;2016-12-13 19:37:02;0
54.52328;18.65825;2016-12-13 19:37:07;0
54.52328;18.65825;2016-12-13 19:39:02;0
54.52328;18.65825;2016-12-13 19:39:07;0
54.52328;18.65825;2016-12-13 19:41:02;0
54.52328;18.65825;2016-12-13 19:41:07;8.51808452818673
54.52323;18.65815;2016-12-13 19:43:02;0
54.52323;18.65815;2016-12-13 19:43:07;0
54.52323;18.65815;2016-12-13 19:45:01;0
54.52323;18.65815;2016-12-13 19:45:07;8.04020129908218
54.52328;18.65824;2016-12-13 19:47:02;0
54.52328;18.65824;2016-12-13 19:47:07;2.58137742300996
54.52328;18.65828;2016-12-13 19:49:02;0
54.52328;18.65828;2016-12-13 19:49:07;0
54.52328;18.65828;2016-12-13 19:51:02;0
54.52328;18.65828;2016-12-13 19:51:08;7.58715028997026
54.52323;18.6582;2016-12-13 19:53:02;0
54.52323;18.6582;2016-12-13 19:53:07;0
54.52323;18.6582;2016-12-13 19:55:01;6.77522647531687
54.52328;18.65826;2016-12-13 19:55:07;0
54.52328;18.65826;2016-12-13 19:57:02;0
54.52328;18.65826;2016-12-13 19:57:07;4.02856438375163
54.52327;18.65832;2016-12-13 19:59:02;0
54.52327;18.65832;2016-12-13 19:59:06;0
54.52327;18.65832;2016-12-13 20:01:03;0
54.52327;18.65832;2016-12-13 20:01:08;0
54.52327;18.65832;2016-12-13 20:03:01;0
